tentinh,tenhuyen,tenxa,tendb,wb_poverty,count
Nam Định,Huyện Xuân Trường,Xã Xuân Vinh,Xóm 7,normal,5252
Nam Định,Huyện Ý Yên,Thị trấn Lâm,Tây Tống Xá 2,extreme poverty,34720
Nam Định,Huyện Ý Yên,Thị trấn Lâm,Tây Tống Xá 2,normal,2480
Nam Định,Huyện Ý Yên,Xã Yên Bình,An Thị 2,extreme poverty,12026.666666666666
Nam Định,Huyện Ý Yên,Xã Yên Bình,An Thị 2,normal,4373.333333333333
Nam Định,Huyện Ý Yên,Xã Yên Cường,Đông Hậu,extreme poverty,30996
Nam Định,Huyện Ý Yên,Xã Yên Cường,Đông Hậu,normal,2214
Nam Định,Huyện Ý Yên,Xã Yên Lương,Lương Đống,extreme poverty,23288
Nam Định,Huyện Ý Yên,Xã Yên Thọ,Thôn Bóng,extreme poverty,29822
Nam Định,Huyện Ý Yên,Xã Yên Tiến,Hoa Lư,extreme poverty,20661.333333333332
Nam Định,Huyện Ý Yên,Xã Yên Tiến,Hoa Lư,normal,10330.666666666666
Nam Định,Huyện Ý Yên,Xã Yên Trị,Xóm Giữa,extreme poverty,23156.933333333334
Nam Định,Huyện Ý Yên,Xã Yên Trị,Xóm Giữa,normal,1654.0666666666666
Nam Định,Huyện Ý Yên,Xã Yên Đồng,Xóm 26,extreme poverty,19338.666666666664
Nam Định,Huyện Ý Yên,Xã Yên Đồng,Xóm 26,normal,9669.333333333332
Nam Định,Thành phố Nam Định,Phường Hạ Long,Tổ dân phố số 11,normal,25574
Nam Định,Thành phố Nam Định,Phường Lộc Hòa,Xóm 5 Phú Ốc A,normal,27587
Nam Định,Thành phố Nam Định,Phường Lộc Hạ,Khu Đông Mạc 2A,extreme poverty,1659.8
Nam Định,Thành phố Nam Định,Phường Lộc Hạ,Khu Đông Mạc 2A,normal,23237.2
Nam Định,Thành phố Nam Định,Phường Lộc Vượng,Tổ dân phố số 18,normal,28704
Nam Định,Thành phố Nam Định,Phường Quang Trung,Tổ dân phố số 26,normal,31845
Nam Định,Thành phố Nam Định,Phường Trường Thi,Tổ dân phố số 23,normal,38248
Nam Định,Thành phố Nam Định,Phường Trần Đăng Ninh,Tổ dân phố 14 + Tổ dân phố 15,normal,26004
Nam Định,Thành phố Nam Định,Xã Lộc An,Thôn Vụ Bản 1,extreme poverty,14638.933333333332
Nam Định,Thành phố Nam Định,Xã Lộc An,Thôn Vụ Bản 1,normal,12809.066666666666
Nam Định,Thành phố Nam Định,Xã Nam Phong,Xóm Tiền Phong,extreme poverty,22892.8
Nam Định,Thành phố Nam Định,Xã Nam Phong,Xóm Tiền Phong,normal,5723.2
Nghệ An,Huyện Anh Sơn,Xã Cẩm Sơn,Thôn Nhân Tài,extreme poverty,74995
Nghệ An,Huyện Anh Sơn,Xã Long Sơn,Thôn 7,extreme poverty,28576.8
Nghệ An,Huyện Anh Sơn,Xã Long Sơn,Thôn 7,normal,2041.2
Nghệ An,Huyện Con Cuông,Xã Lạng Khê,Bản Huồi Mác,extreme poverty,32347.199999999997
Nghệ An,Huyện Con Cuông,Xã Lạng Khê,Bản Huồi Mác,normal,8086.799999999999
Nghệ An,Huyện Diễn Châu,Xã Diễn Bích,Xóm Quyết Thắng ( ĐB1 ),normal,32832
Nghệ An,Huyện Diễn Châu,Xã Diễn Cát,Xóm 7( ĐB 2),extreme poverty,19531.6
Nghệ An,Huyện Diễn Châu,Xã Diễn Cát,Xóm 7( ĐB 2),normal,7102.4
Nghệ An,Huyện Diễn Châu,Xã Diễn Hoàng,Xóm Hoàng La Đông ( ĐB1 ),extreme poverty,26931
Nghệ An,Huyện Diễn Châu,Xã Diễn Lộc,Xóm 1,extreme poverty,17318.4
Nghệ An,Huyện Diễn Châu,Xã Diễn Lộc,Xóm 1,normal,6297.6
Nghệ An,Huyện Diễn Châu,Xã Diễn Nguyên,Xóm 4 (ĐB 2),extreme poverty,25520
Nghệ An,Huyện Diễn Châu,Xã Diễn Tháp,xóm 2,extreme poverty,23419.199999999997
Nghệ An,Huyện Diễn Châu,Xã Diễn Tháp,xóm 2,normal,5854.799999999999
Nghệ An,Huyện Diễn Châu,Xã Diễn Đoài,Xóm 2,extreme poverty,29411.200000000004
Nghệ An,Huyện Diễn Châu,Xã Diễn Đoài,Xóm 2,normal,2100.8
Nghệ An,Huyện Hưng Nguyên,Xã Hưng Nhân,Xóm 9,extreme poverty,21168
Nghệ An,Huyện Hưng Nguyên,Xã Hưng Nhân,Xóm 9,normal,10584
Nghệ An,Huyện Hưng Nguyên,Xã Hưng Thành,Xóm 3,extreme poverty,21720
Nghệ An,Huyện Hưng Nguyên,Xã Hưng Thành,Xóm 3,normal,10860
Nghệ An,Huyện Hưng Nguyên,Xã Hưng Thông,Xóm 4 (ĐB2),extreme poverty,15628.8
Nghệ An,Huyện Hưng Nguyên,Xã Hưng Thông,Xóm 4 (ĐB2),normal,5683.2
Nghệ An,Huyện Hưng Nguyên,Xã Hưng Đạo,Xóm 6A (ĐB 1),extreme poverty,32872
Nghệ An,Huyện Hưng Nguyên,Xã Hưng Đạo,Xóm 6A (ĐB 1),normal,2348
Nghệ An,Huyện Kỳ Sơn,Xã Mỹ Lý,Xằng Trên (ĐB2),extreme poverty,23696.399999999998
Nghệ An,Huyện Kỳ Sơn,Xã Mỹ Lý,Xằng Trên (ĐB2),normal,3645.6
Nghệ An,Huyện Nam Đàn,Thị trấn Nam Đàn,Bắc Thung (ĐB1),extreme poverty,36274.333333333336
Nghệ An,Huyện Nam Đàn,Thị trấn Nam Đàn,Bắc Thung (ĐB1),normal,5580.666666666667
Nghệ An,Huyện Nam Đàn,Xã Kim Liên,Mậu 4,extreme poverty,43655.73333333333
Nghệ An,Huyện Nam Đàn,Xã Kim Liên,Mậu 4,normal,6716.266666666666
Nghệ An,Huyện Nam Đàn,Xã Nam Thanh,Xóm 1B,extreme poverty,108936
Nghệ An,Huyện Nam Đàn,Xã Thượng Tân Lộc,Xóm 3,extreme poverty,35978.799999999996
Nghệ An,Huyện Nam Đàn,Xã Thượng Tân Lộc,Xóm 3,normal,5535.2
Nghệ An,Huyện Nghi Lộc,Xã Khánh Hợp,Khánh Đền,extreme poverty,53482
Nghệ An,Huyện Nghi Lộc,Xã Khánh Hợp,Khánh Đền,normal,19448
Nghệ An,Huyện Nghi Lộc,Xã Nghi Mỹ,Xóm 5,extreme poverty,29203.199999999997
Nghệ An,Huyện Nghi Lộc,Xã Nghi Mỹ,Xóm 5,normal,7300.799999999999
Nghệ An,Huyện Nghi Lộc,Xã Nghi Thịnh,Xóm 4,extreme poverty,19548
Nghệ An,Huyện Nghi Lộc,Xã Nghi Thịnh,Xóm 4,normal,9774
Nghệ An,Huyện Nghĩa Đàn,Xã Nghĩa Khánh,Lĩnh Khánh(ĐB1),extreme poverty,19100
Nghệ An,Huyện Nghĩa Đàn,Xã Nghĩa Khánh,Lĩnh Khánh(ĐB1),normal,9550
Nghệ An,Huyện Nghĩa Đàn,Xã Nghĩa Mai,Làng Dàn,extreme poverty,151221
Nghệ An,Huyện Nghĩa Đàn,Xã Nghĩa Trung,Trung Thịnh,extreme poverty,54782
Nghệ An,Huyện Quế Phong,Thị trấn Kim Sơn,Khối 4,extreme poverty,8008
Nghệ An,Huyện Quế Phong,Thị trấn Kim Sơn,Khối 4,normal,32032
Nghệ An,Huyện Quế Phong,Xã Hạnh Dịch,Bản Chiếng,extreme poverty,32850.53333333333
Nghệ An,Huyện Quế Phong,Xã Hạnh Dịch,Bản Chiếng,normal,2346.4666666666667
Nghệ An,Huyện Quế Phong,Xã Quang Phong,Bản Tạ,extreme poverty,39690
Nghệ An,Huyện Quế Phong,Xã Quang Phong,Bản Tạ,normal,2835
Nghệ An,Huyện Quế Phong,Xã Thông Thụ,Bản Ăng đừa,extreme poverty,35154
Nghệ An,Huyện Quỳ Châu,Xã Châu Thắng,Bản Cằng,extreme poverty,38082
Nghệ An,Huyện Quỳ Hợp,Xã Hạ Sơn,Xóm Đồng Nang ( ĐB1),normal,58905
Nghệ An,Huyện Quỳ Hợp,Xã Tam Hợp,Châu Thành,normal,29692
Nghệ An,Huyện Quỳnh Lưu,Xã Ngọc Sơn,"Thôn 6, xã Ngọc Sơn",extreme poverty,30470
Nghệ An,Huyện Quỳnh Lưu,Xã Quỳnh Bảng,"Xóm Mai Giang 2, xã Quỳnh Bảng",extreme poverty,43400.933333333334
Nghệ An,Huyện Quỳnh Lưu,Xã Quỳnh Bảng,"Xóm Mai Giang 2, xã Quỳnh Bảng",normal,3100.0666666666666
Nghệ An,Huyện Quỳnh Lưu,Xã Quỳnh Lâm,"Xóm 11, xã Quỳnh Lâm",extreme poverty,27244
Nghệ An,Huyện Quỳnh Lưu,Xã Quỳnh Văn,"Thôn 16, xã Quỳnh Văn",extreme poverty,32417.333333333332
Nghệ An,Huyện Quỳnh Lưu,Xã Quỳnh Văn,"Thôn 16, xã Quỳnh Văn",normal,16208.666666666666
Nghệ An,Huyện Quỳnh Lưu,Xã Sơn Hải,"Thôn 1, xã Sơn Hải (ĐB 2)",extreme poverty,2409.3333333333335
Nghệ An,Huyện Quỳnh Lưu,Xã Sơn Hải,"Thôn 1, xã Sơn Hải (ĐB 2)",normal,33730.66666666667
Nghệ An,Huyện Thanh Chương,Xã Cát Văn,Xóm 3 (ĐB2),extreme poverty,23587.2
Nghệ An,Huyện Thanh Chương,Xã Cát Văn,Xóm 3 (ĐB2),normal,3628.8
Nghệ An,Huyện Thanh Chương,Xã Thanh Khai,Xóm Tân Phong (ĐB2),extreme poverty,33368.4
Nghệ An,Huyện Thanh Chương,Xã Thanh Khai,Xóm Tân Phong (ĐB2),normal,5133.6
Nghệ An,Huyện Thanh Chương,Xã Thanh Thịnh,Thôn 5,extreme poverty,21436.8
Nghệ An,Huyện Thanh Chương,Xã Thanh Thịnh,Thôn 5,normal,1531.2
Nghệ An,Huyện Thanh Chương,Xã Thanh Thủy,Thôn 7,extreme poverty,26460
Nghệ An,Huyện Thanh Chương,Xã Thanh Thủy,Thôn 7,normal,1890
Nghệ An,Huyện Tân Kỳ,Xã Tân An,Thanh Bình,extreme poverty,29268
Nghệ An,Huyện Tân Kỳ,Xã Tân Hương,Xóm 11,extreme poverty,103110
Nghệ An,Huyện Tương Dương,Xã Tam Đình,Bản Quang Thịnh (ĐB1),extreme poverty,34587
Nghệ An,Huyện Tương Dương,Xã Xiêng My,Bản Noóng Mò (ĐB1),extreme poverty,36321.6
Nghệ An,Huyện Tương Dương,Xã Xiêng My,Bản Noóng Mò (ĐB1),normal,41510.4
Nghệ An,Huyện Tương Dương,Xã Yên Tĩnh,Bản Hạt (ĐB1),extreme poverty,23587.2
Nghệ An,Huyện Tương Dương,Xã Yên Tĩnh,Bản Hạt (ĐB1),normal,3628.8
Nghệ An,Huyện Yên Thành,Xã Công Thành,Đồng Hiền ( ĐB 2 ),extreme poverty,23490.13333333333
Nghệ An,Huyện Yên Thành,Xã Công Thành,Đồng Hiền ( ĐB 2 ),normal,1677.8666666666666
Nghệ An,Huyện Yên Thành,Xã Hậu Thành,Xóm Đông Thượng,extreme poverty,24211.199999999997
Nghệ An,Huyện Yên Thành,Xã Hậu Thành,Xóm Đông Thượng,normal,6052.799999999999
Nghệ An,Huyện Yên Thành,Xã Khánh Thành,Mỹ Khánh,extreme poverty,31908.799999999996
Nghệ An,Huyện Yên Thành,Xã Khánh Thành,Mỹ Khánh,normal,2279.2
Nghệ An,Huyện Yên Thành,Xã Phúc Thành,Trung Nam A ( ĐB 1 ),extreme poverty,37346.4
Nghệ An,Huyện Yên Thành,Xã Phúc Thành,Trung Nam A ( ĐB 1 ),normal,5745.6
Nghệ An,Huyện Yên Thành,Xã Tăng Thành,Xóm 4 (ĐB 1),extreme poverty,16024.666666666668
Nghệ An,Huyện Yên Thành,Xã Tăng Thành,Xóm 4 (ĐB 1),normal,8012.333333333334
Nghệ An,Huyện Yên Thành,Xã Văn Thành,Văn Yên ( ĐB 1 ),extreme poverty,18166.133333333335
Nghệ An,Huyện Yên Thành,Xã Văn Thành,Văn Yên ( ĐB 1 ),normal,6605.866666666667
Nghệ An,Huyện Yên Thành,Xã Đô Thành,Xuân Lai ( ĐB 1 ),extreme poverty,25948.800000000003
Nghệ An,Huyện Yên Thành,Xã Đô Thành,Xuân Lai ( ĐB 1 ),normal,6487.200000000001
Nghệ An,Huyện Yên Thành,Xã Đại Thành,Xóm 1,extreme poverty,22428
Nghệ An,Huyện Yên Thành,Xã Đại Thành,Xóm 1,normal,1602
Nghệ An,Huyện Đô Lương,Xã Hồng Sơn,Xóm 2,extreme poverty,57456
Nghệ An,Huyện Đô Lương,Xã Hồng Sơn,Xóm 2,normal,14364
Nghệ An,Huyện Đô Lương,Xã Minh Sơn,Xóm Bình Cát,extreme poverty,20876.8
Nghệ An,Huyện Đô Lương,Xã Minh Sơn,Xóm Bình Cát,normal,1491.2
Nghệ An,Huyện Đô Lương,Xã Ngọc Sơn,Phúc Yên,extreme poverty,40031.6
Nghệ An,Huyện Đô Lương,Xã Ngọc Sơn,Phúc Yên,normal,2859.4
Nghệ An,Huyện Đô Lương,Xã Xuân Sơn,Xóm 7,extreme poverty,51986.66666666667
Nghệ An,Huyện Đô Lương,Xã Xuân Sơn,Xóm 7,normal,3713.3333333333335
Nghệ An,Huyện Đô Lương,Xã Đông Sơn,Xóm 3,extreme poverty,67697.59999999999
Nghệ An,Huyện Đô Lương,Xã Đông Sơn,Xóm 3,normal,16924.399999999998
Nghệ An,Huyện Đô Lương,Xã Đại Sơn,Xóm 6 ( ĐB1),extreme poverty,47860.8
Nghệ An,Huyện Đô Lương,Xã Đại Sơn,Xóm 6 ( ĐB1),normal,31907.2
Nghệ An,Thành phố Vinh,Phường Hưng Bình,Khối 23 (ĐB2),normal,17630
Nghệ An,Thành phố Vinh,Phường Hưng Dũng,Trung Định (ĐB3),extreme poverty,1343
Nghệ An,Thành phố Vinh,Phường Hưng Dũng,Trung Định (ĐB3),normal,18802
Nghệ An,Thành phố Vinh,Phường Lê Mao,Khối Trung Hòa 1 (ĐB2),normal,21450
Nghệ An,Thành phố Vinh,Phường Trung Đô,Khối 3-ĐB2,extreme poverty,1373.6
Nghệ An,Thành phố Vinh,Phường Trung Đô,Khối 3-ĐB2,normal,19230.399999999998
Nghệ An,Thành phố Vinh,Phường Vinh Tân,Khối Phúc Vinh,extreme poverty,4712
Nghệ An,Thành phố Vinh,Phường Vinh Tân,Khối Phúc Vinh,normal,65968
Nghệ An,Thành phố Vinh,Phường Đông Vĩnh,Khối Trung Nghĩa (ĐB2),normal,18912
Nghệ An,Thành phố Vinh,Xã Hưng Lộc,Xóm Đức Thọ (ĐB2),normal,21660
Nghệ An,Thành phố Vinh,Xã Hưng Đông,Vinh Xuân,extreme poverty,8153.5999999999995
Nghệ An,Thành phố Vinh,Xã Hưng Đông,Vinh Xuân,normal,9318.4
Nghệ An,Thành phố Vinh,Xã Nghi Phú,Xóm 2 (ĐB2),normal,34374
Nghệ An,Thành phố Vinh,Xã Nghi Ân,Xóm Kim Chi (ĐB1),extreme poverty,13416
Nghệ An,Thành phố Vinh,Xã Nghi Ân,Xóm Kim Chi (ĐB1),normal,20124
Nghệ An,Thị xã Cửa Lò,Phường Nghi Hải,Khối Trung Thanh,normal,31959
Nghệ An,Thị xã Hoàng Mai,Phường Quỳnh Phương,Hồng hải (ĐB 1),normal,29749
Nghệ An,Thị xã Hoàng Mai,Phường Quỳnh Thiện,Khối Tân Tiến (ĐB 2),extreme poverty,6811.733333333334
Nghệ An,Thị xã Hoàng Mai,Phường Quỳnh Thiện,Khối Tân Tiến (ĐB 2),normal,18732.266666666666
Nghệ An,Thị xã Hoàng Mai,Phường Quỳnh Xuân,Khối 11,extreme poverty,21170.666666666664
Nghệ An,Thị xã Hoàng Mai,Phường Quỳnh Xuân,Khối 11,normal,10585.333333333332
Nghệ An,Thị xã Thái Hoà,Phường Long Sơn,Trung cấp,extreme poverty,39966.666666666664
Nghệ An,Thị xã Thái Hoà,Phường Long Sơn,Trung cấp,normal,19983.333333333332
Ninh Bình,Huyện Gia Viễn,Thị trấn Me,Phố Mới A,extreme poverty,5232
Ninh Bình,Huyện Gia Viễn,Thị trấn Me,Phố Mới A,normal,20928
Ninh Bình,Huyện Gia Viễn,Xã Gia Lập,Thôn Tân Long Mỹ,extreme poverty,7854
Ninh Bình,Huyện Gia Viễn,Xã Gia Lập,Thôn Tân Long Mỹ,normal,2856
Ninh Bình,Huyện Gia Viễn,Xã Gia Phong,Xóm 4 Ngọc Động,extreme poverty,15773.333333333332
Ninh Bình,Huyện Gia Viễn,Xã Gia Phong,Xóm 4 Ngọc Động,normal,2426.6666666666665
Ninh Bình,Huyện Gia Viễn,Xã Gia Thanh,Xóm 2 Thượng Hòa B,extreme poverty,20953.333333333336
Ninh Bình,Huyện Gia Viễn,Xã Gia Thanh,Xóm 2 Thượng Hòa B,normal,1496.6666666666667
Ninh Bình,Huyện Hoa Lư,Xã Ninh Giang,Xóm Đông B,extreme poverty,18858
Ninh Bình,Huyện Hoa Lư,Xã Ninh Hòa,Đại Áng B,extreme poverty,26826
Ninh Bình,Huyện Hoa Lư,Xã Ninh Khang,Phấn Trung A,extreme poverty,20900.13333333333
Ninh Bình,Huyện Hoa Lư,Xã Ninh Khang,Phấn Trung A,normal,1492.8666666666666
Ninh Bình,Huyện Kim Sơn,Thị trấn Bình Minh,Khối 6,extreme poverty,16900.800000000003
Ninh Bình,Huyện Kim Sơn,Thị trấn Bình Minh,Khối 6,normal,4225.200000000001
Ninh Bình,Huyện Kim Sơn,Xã Hùng Tiến,Xóm 1,extreme poverty,15779.4
Ninh Bình,Huyện Kim Sơn,Xã Hùng Tiến,Xóm 1,normal,2427.6
Ninh Bình,Huyện Kim Sơn,Xã Kim Chính,Xóm 4,extreme poverty,13516.8
Ninh Bình,Huyện Kim Sơn,Xã Kim Chính,Xóm 4,normal,4915.2
Ninh Bình,Huyện Kim Sơn,Xã Kim Hải,Xóm 3A,extreme poverty,18026.666666666668
Ninh Bình,Huyện Kim Sơn,Xã Kim Hải,Xóm 3A,normal,2773.3333333333335
Ninh Bình,Huyện Kim Sơn,Xã Kim Trung,Xóm 3,extreme poverty,19240
Ninh Bình,Huyện Kim Sơn,Xã Kim Trung,Xóm 3,normal,2960
Ninh Bình,Huyện Kim Sơn,Xã Kim Tân,Xóm 3,extreme poverty,17520
Ninh Bình,Huyện Kim Sơn,Xã Quang Thiện,Xóm 12,extreme poverty,17153.333333333332
Ninh Bình,Huyện Kim Sơn,Xã Quang Thiện,Xóm 12,normal,8576.666666666666
Ninh Bình,Huyện Kim Sơn,Xã Thượng Kiệm,Xóm 7,extreme poverty,19646.666666666664
Ninh Bình,Huyện Kim Sơn,Xã Thượng Kiệm,Xóm 7,normal,1403.3333333333333
Ninh Bình,Huyện Kim Sơn,Xã Đồng Hướng,Xóm 16,extreme poverty,14144
Ninh Bình,Huyện Nho Quan,Xã Phú Sơn,Thôn 4,extreme poverty,23133.600000000002
Ninh Bình,Huyện Nho Quan,Xã Phú Sơn,Thôn 4,normal,1652.4
Ninh Bình,Huyện Nho Quan,Xã Quỳnh Lưu,Đồi Thờ,extreme poverty,21948
Ninh Bình,Huyện Nho Quan,Xã Quỳnh Lưu,Đồi Thờ,normal,5487
Ninh Bình,Huyện Nho Quan,Xã Sơn Hà,Đồng Tâm 2,extreme poverty,18739.199999999997
Ninh Bình,Huyện Nho Quan,Xã Sơn Hà,Đồng Tâm 2,normal,4684.799999999999
Ninh Bình,Huyện Nho Quan,Xã Sơn Lai,Xát,extreme poverty,26082
Ninh Bình,Huyện Nho Quan,Xã Thượng Hòa,Hữu Thường 4,extreme poverty,23732.8
Ninh Bình,Huyện Nho Quan,Xã Thượng Hòa,Hữu Thường 4,normal,3651.2
Ninh Bình,Huyện Nho Quan,Xã Thạch Bình,Đồi Bồ,extreme poverty,29315
Ninh Bình,Huyện Nho Quan,Xã Yên Quang,Yên Thái,extreme poverty,27075
Ninh Bình,Huyện Yên Khánh,Thị trấn Yên Ninh,Phố 3,extreme poverty,21068
Ninh Bình,Huyện Yên Khánh,Thị trấn Yên Ninh,Phố 3,normal,10534
Ninh Bình,Huyện Yên Khánh,Xã Khánh Hòa,Xóm Nội,extreme poverty,23324.4
Ninh Bình,Huyện Yên Khánh,Xã Khánh Hòa,Xóm Nội,normal,8481.6
Ninh Bình,Huyện Yên Khánh,Xã Khánh Lợi,Xóm Trung,extreme poverty,25506.13333333333
Ninh Bình,Huyện Yên Khánh,Xã Khánh Lợi,Xóm Trung,normal,1821.8666666666666
Ninh Bình,Huyện Yên Khánh,Xã Khánh Mậu,Xóm 12,extreme poverty,18494.666666666668
Ninh Bình,Huyện Yên Khánh,Xã Khánh Mậu,Xóm 12,normal,2845.3333333333335
Ninh Bình,Huyện Yên Khánh,Xã Khánh Nhạc,Xóm Chùa A,extreme poverty,16936
Ninh Bình,Huyện Yên Khánh,Xã Khánh Nhạc,Xóm Chùa A,normal,8468
Ninh Bình,Huyện Yên Khánh,Xã Khánh Thành,Xóm 18,extreme poverty,24367.466666666667
Ninh Bình,Huyện Yên Khánh,Xã Khánh Thành,Xóm 18,normal,1740.5333333333333
Ninh Bình,Huyện Yên Khánh,Xã Khánh Thủy,Xóm 7,extreme poverty,27000
Ninh Bình,Huyện Yên Khánh,Xã Khánh Vân,Xóm 8 Xuân Tiến,extreme poverty,18467.86666666667
Ninh Bình,Huyện Yên Khánh,Xã Khánh Vân,Xóm 8 Xuân Tiến,normal,1319.1333333333334
Ninh Bình,Huyện Yên Mô,Thị trấn Yên Thịnh,Trung Yên B,extreme poverty,6645
Ninh Bình,Huyện Yên Mô,Thị trấn Yên Thịnh,Trung Yên B,normal,13290
Ninh Bình,Huyện Yên Mô,Xã Mai Sơn,Xóm 7 B,extreme poverty,2618.9333333333334
Ninh Bình,Huyện Yên Mô,Xã Mai Sơn,Xóm 7 B,normal,17023.066666666666
Ninh Bình,Huyện Yên Mô,Xã Yên Hưng,Xóm Đông,extreme poverty,13622
Ninh Bình,Huyện Yên Mô,Xã Yên Hưng,Xóm Đông,normal,6811
Ninh Bình,Huyện Yên Mô,Xã Yên Mạc,Xóm 4 Đông Sơn A,extreme poverty,14698.666666666666
Ninh Bình,Huyện Yên Mô,Xã Yên Mạc,Xóm 4 Đông Sơn A,normal,7349.333333333333
Ninh Bình,Huyện Yên Mô,Xã Yên Thắng,Bình Hào,extreme poverty,20675.2
Ninh Bình,Huyện Yên Mô,Xã Yên Thắng,Bình Hào,normal,3180.8
Ninh Bình,Thành phố Ninh Bình,Phường Nam Bình,Ngô Quyền B,normal,26514
Ninh Bình,Thành phố Ninh Bình,Phường Ninh Khánh,Khánh Bình A,normal,30780
Ninh Bình,Thành phố Ninh Bình,Phường Tân Thành,Trung Nhì B,normal,17116
Ninh Bình,Thành phố Ninh Bình,Phường Đông Thành,Phố 6,normal,25520
Ninh Bình,Thành phố Ninh Bình,Xã Ninh Phúc,Đông Hạ B,extreme poverty,6746.666666666667
Ninh Bình,Thành phố Ninh Bình,Xã Ninh Phúc,Đông Hạ B,normal,18553.333333333336
Ninh Bình,Thành phố Tam Điệp,Phường Trung Sơn,Tổ dân phố 9,normal,24232
Ninh Bình,Thành phố Tam Điệp,Xã Đông Sơn,Thôn 4C,extreme poverty,5173.6
Ninh Bình,Thành phố Tam Điệp,Xã Đông Sơn,Thôn 4C,normal,20694.4
Ninh Thuận,Huyện Bác Ái,Xã Phước Thành,Ma Dú 2,extreme poverty,19565.866666666665
Ninh Thuận,Huyện Bác Ái,Xã Phước Thành,Ma Dú 2,normal,3010.133333333333
Ninh Thuận,Huyện Bác Ái,Xã Phước Thắng,Ha Lá Hạ 2,extreme poverty,22484
Ninh Thuận,Huyện Bác Ái,Xã Phước Thắng,Ha Lá Hạ 2,normal,5621
Ninh Thuận,Huyện Ninh Hải,Thị trấn Khánh Hải,"Tổ 4,5",extreme poverty,3693.6000000000004
Ninh Thuận,Huyện Ninh Hải,Thị trấn Khánh Hải,"Tổ 4,5",normal,14774.400000000001
Ninh Thuận,Huyện Ninh Hải,Xã Hộ Hải,Tổ 20,extreme poverty,1305.8666666666666
Ninh Thuận,Huyện Ninh Hải,Xã Hộ Hải,Tổ 20,normal,18282.13333333333
Ninh Thuận,Huyện Ninh Hải,Xã Nhơn Hải,"Tổ 10+11, Mỹ Tường 1",extreme poverty,8255
Ninh Thuận,Huyện Ninh Hải,Xã Nhơn Hải,"Tổ 10+11, Mỹ Tường 1",normal,16510
Ninh Thuận,Huyện Ninh Hải,Xã Thanh Hải,Tổ 9+10+11,extreme poverty,4932.266666666666
Ninh Thuận,Huyện Ninh Hải,Xã Thanh Hải,Tổ 9+10+11,normal,13563.733333333334
Ninh Thuận,Huyện Ninh Hải,Xã Xuân Hải,"Tổ 5, Phước Nhơn 3",extreme poverty,9030.4
Ninh Thuận,Huyện Ninh Hải,Xã Xuân Hải,"Tổ 5, Phước Nhơn 3",normal,13545.599999999999
Ninh Thuận,Huyện Ninh Phước,Thị trấn Phước Dân,"Tổ dân phố 1, khu phố 15",extreme poverty,5958
Ninh Thuận,Huyện Ninh Phước,Thị trấn Phước Dân,"Tổ dân phố 1, khu phố 15",normal,11916
Ninh Thuận,Huyện Ninh Phước,Xã Phước Hải,Thôn Từ Tâm 2a,extreme poverty,6664
Ninh Thuận,Huyện Ninh Phước,Xã Phước Hải,Thôn Từ Tâm 2a,normal,9996
Ninh Thuận,Huyện Ninh Phước,Xã Phước Hậu,Tổ 2 Hoài Nhơn,extreme poverty,11897.6
Ninh Thuận,Huyện Ninh Phước,Xã Phước Hậu,Tổ 2 Hoài Nhơn,normal,10410.4
Ninh Thuận,Huyện Ninh Phước,Xã Phước Thuận,Hiệp Hòa 4,extreme poverty,9112
Ninh Thuận,Huyện Ninh Phước,Xã Phước Thuận,Hiệp Hòa 4,normal,7973
Ninh Thuận,Huyện Ninh Phước,Xã Phước Thái,Tổ 5; 6,extreme poverty,4290
Ninh Thuận,Huyện Ninh Phước,Xã Phước Thái,Tổ 5; 6,normal,17160
Ninh Thuận,Huyện Ninh Sơn,Thị trấn Tân Sơn,Khu Phố 4A,extreme poverty,6882
Ninh Thuận,Huyện Ninh Sơn,Thị trấn Tân Sơn,Khu Phố 4A,normal,13764
Ninh Thuận,Huyện Ninh Sơn,Xã Hòa Sơn,Tân Lập 2,extreme poverty,866.6666666666666
Ninh Thuận,Huyện Ninh Sơn,Xã Hòa Sơn,Tân Lập 2,normal,12133.333333333332
Ninh Thuận,Huyện Ninh Sơn,Xã Lâm Sơn,Tầm Ngân 1B,extreme poverty,17266.666666666668
Ninh Thuận,Huyện Ninh Sơn,Xã Lâm Sơn,Tầm Ngân 1B,normal,8633.333333333334
Ninh Thuận,Huyện Ninh Sơn,Xã Lương Sơn,Thôn Trà Giang 2A,extreme poverty,18857.6
Ninh Thuận,Huyện Ninh Sơn,Xã Lương Sơn,Thôn Trà Giang 2A,normal,4714.4
Ninh Thuận,Huyện Ninh Sơn,Xã Nhơn Sơn,Đắc Nhơn 1C,extreme poverty,4844.666666666666
Ninh Thuận,Huyện Ninh Sơn,Xã Nhơn Sơn,Đắc Nhơn 1C,normal,9689.333333333332
Ninh Thuận,Huyện Ninh Sơn,Xã Quảng Sơn,La Vang 1A,extreme poverty,7038.4
Ninh Thuận,Huyện Ninh Sơn,Xã Quảng Sơn,La Vang 1A,normal,10557.599999999999
Ninh Thuận,Huyện Thuận Bắc,Xã Công Hải,Thôn Hiệp Kiết 1,extreme poverty,6095.5999999999995
Ninh Thuận,Huyện Thuận Bắc,Xã Công Hải,Thôn Hiệp Kiết 1,normal,9143.4
