tentinh,tenhuyen,tenxa,tendb,wb_poverty,count
Ninh Thuận,Huyện Thuận Bắc,Xã Phước Chiến,Thôn Động Thông 3,extreme poverty,14851.466666666667
Ninh Thuận,Huyện Thuận Bắc,Xã Phước Chiến,Thôn Động Thông 3,normal,5400.533333333334
Ninh Thuận,Huyện Thuận Nam,Xã Nhị Hà,"Tổ 4, Thôn 2",extreme poverty,7878
Ninh Thuận,Huyện Thuận Nam,Xã Nhị Hà,"Tổ 4, Thôn 2",normal,3939
Ninh Thuận,Huyện Thuận Nam,Xã Phước Dinh,thôn Sơn Hải 1d,extreme poverty,2620.8
Ninh Thuận,Huyện Thuận Nam,Xã Phước Dinh,thôn Sơn Hải 1d,normal,17035.2
Ninh Thuận,Huyện Thuận Nam,Xã Phước Diêm,thôn Lạc Tân 2a,normal,16170
Ninh Thuận,Thành phố Phan Rang-Tháp Chàm,Phường Bảo An,Khu 1 (tổ 23),normal,13771
Ninh Thuận,Thành phố Phan Rang-Tháp Chàm,Phường Kinh Dinh,"Khu phố 5(Tổ 43,44,45,46,47)",normal,16512
Ninh Thuận,Thành phố Phan Rang-Tháp Chàm,Phường Mỹ Bình,"Khu phố 3 ( tổ15,16, chung cư Điện hạt nhân )",normal,19411
Ninh Thuận,Thành phố Phan Rang-Tháp Chàm,Phường Mỹ Đông,Khu 3 (Tổ 1 và 2),normal,12502
Ninh Thuận,Thành phố Phan Rang-Tháp Chàm,Phường Phước Mỹ,"Khu 10 (Tổ 3,5)",normal,16801
Ninh Thuận,Thành phố Phan Rang-Tháp Chàm,Phường Phủ Hà,Khu phố 1C,normal,15983.999999999998
Ninh Thuận,Thành phố Phan Rang-Tháp Chàm,Phường Thanh Sơn,"Khu 2 (tổ 1,2,3,4)",normal,14064
Ninh Thuận,Thành phố Phan Rang-Tháp Chàm,Phường Đài Sơn,"Khu 3 (tổ 2,3)",normal,15949.999999999998
Ninh Thuận,Thành phố Phan Rang-Tháp Chàm,Phường Đô Vinh,Khu 6 (Tổ 1 và 2),normal,14357
Ninh Thuận,Thành phố Phan Rang-Tháp Chàm,Phường Đạo Long,Khu 6 (Tổ 4),normal,14310
Ninh Thuận,Thành phố Phan Rang-Tháp Chàm,Xã Thành Hải,"Cà Đú (Tổ 6,7)",normal,15022
Phú Thọ,Huyện Cẩm Khê,Thị trấn Cẩm Khê,Khu Gò CHùa,extreme poverty,20034.666666666668
Phú Thọ,Huyện Cẩm Khê,Thị trấn Cẩm Khê,Khu Gò CHùa,normal,17530.333333333336
Phú Thọ,Huyện Cẩm Khê,Xã Phú Khê,Khu Phú Lực,extreme poverty,26961
Phú Thọ,Huyện Cẩm Khê,Xã Phú Lạc,Tây Tiến 1,extreme poverty,15018.666666666666
Phú Thọ,Huyện Cẩm Khê,Xã Phú Lạc,Tây Tiến 1,normal,5461.333333333333
Phú Thọ,Huyện Cẩm Khê,Xã Tùng Khê,Khu Đình Bàng,extreme poverty,23023.199999999997
Phú Thọ,Huyện Cẩm Khê,Xã Tùng Khê,Khu Đình Bàng,normal,5755.799999999999
Phú Thọ,Huyện Cẩm Khê,Xã Xương Thịnh,Khu Xóm Trại 1,extreme poverty,20410
Phú Thọ,Huyện Cẩm Khê,Xã Xương Thịnh,Khu Xóm Trại 1,normal,3140
Phú Thọ,Huyện Hạ Hoà,Xã Bằng Giã,Khu 8,normal,29013
Phú Thọ,Huyện Hạ Hoà,Xã Minh Côi,Khu 2,normal,22608
Phú Thọ,Huyện Hạ Hoà,Xã Tứ Hiệp,Khu 4,normal,24960
Phú Thọ,Huyện Hạ Hoà,Xã Vĩnh Chân,Khu 9,normal,25758
Phú Thọ,Huyện Lâm Thao,Thị trấn Hùng Sơn,Khu 2,extreme poverty,12420
Phú Thọ,Huyện Lâm Thao,Thị trấn Hùng Sơn,Khu 2,normal,18630
Phú Thọ,Huyện Lâm Thao,Xã Phùng Nguyên,Khu 8,extreme poverty,28452.666666666664
Phú Thọ,Huyện Lâm Thao,Xã Phùng Nguyên,Khu 8,normal,2032.3333333333333
Phú Thọ,Huyện Lâm Thao,Xã Thạch Sơn,Khu 5,extreme poverty,11233.6
Phú Thọ,Huyện Lâm Thao,Xã Thạch Sơn,Khu 5,normal,12838.4
Phú Thọ,Huyện Lâm Thao,Xã Tiên Kiên,Khu 12,extreme poverty,25474
Phú Thọ,Huyện Phù Ninh,Thị trấn Phong Châu,Núi Miếu,normal,38016
Phú Thọ,Huyện Phù Ninh,Xã Trạm Thản,Khu 2,extreme poverty,7872
Phú Thọ,Huyện Phù Ninh,Xã Trạm Thản,Khu 2,normal,11808
Phú Thọ,Huyện Tam Nông,Xã Lam Sơn,Khu 8,extreme poverty,31614
Phú Thọ,Huyện Tam Nông,Xã Quang Húc,Khu 5,extreme poverty,27550
Phú Thọ,Huyện Thanh Ba,Xã Khải Xuân,Khu 10,extreme poverty,20758.399999999998
Phú Thọ,Huyện Thanh Ba,Xã Khải Xuân,Khu 10,normal,5189.5999999999995
Phú Thọ,Huyện Thanh Ba,Xã Quảng Yên,Khu Đồng Bở,extreme poverty,26676
Phú Thọ,Huyện Thanh Ba,Xã Đỗ Xuyên,Khu 5,extreme poverty,30076.8
Phú Thọ,Huyện Thanh Ba,Xã Đỗ Xuyên,Khu 5,normal,4627.2
Phú Thọ,Huyện Thanh Sơn,Xã Tân Lập,Chủng,extreme poverty,25920
Phú Thọ,Huyện Thanh Sơn,Xã Võ Miếu,Thanh Hà,extreme poverty,24480
Phú Thọ,Huyện Thanh Sơn,Xã Văn Miếu,Dẹ 2,extreme poverty,29691.200000000004
Phú Thọ,Huyện Thanh Sơn,Xã Văn Miếu,Dẹ 2,normal,2120.8
Phú Thọ,Huyện Thanh Sơn,Xã Yên Lương,Khu Đầm Sen,extreme poverty,60903
Phú Thọ,Huyện Thanh Sơn,Xã Địch Quả,Vũ Thịnh,extreme poverty,25855.2
Phú Thọ,Huyện Thanh Sơn,Xã Địch Quả,Vũ Thịnh,normal,1846.8
Phú Thọ,Huyện Thanh Thuỷ,Xã Hoàng Xá,Khu 14a,extreme poverty,14900.266666666666
Phú Thọ,Huyện Thanh Thuỷ,Xã Hoàng Xá,Khu 14a,normal,13037.733333333334
Phú Thọ,Huyện Thanh Thuỷ,Xã Hoàng Xá,Khu 5,extreme poverty,9562.666666666666
Phú Thọ,Huyện Thanh Thuỷ,Xã Hoàng Xá,Khu 5,normal,8367.333333333332
Phú Thọ,Huyện Thanh Thuỷ,Xã Sơn Thủy,Khu 5b,extreme poverty,14913.599999999999
Phú Thọ,Huyện Thanh Thuỷ,Xã Sơn Thủy,Khu 5b,normal,9942.4
Phú Thọ,Huyện Thanh Thuỷ,Xã Tân Phương,Khu 8,extreme poverty,3786.133333333333
Phú Thọ,Huyện Thanh Thuỷ,Xã Tân Phương,Khu 8,normal,24609.866666666665
Phú Thọ,Huyện Tân Sơn,Xã Kim Thượng,Chiềng 2,extreme poverty,30208
Phú Thọ,Huyện Tân Sơn,Xã Tam Thanh,Vai,extreme poverty,24684.8
Phú Thọ,Huyện Tân Sơn,Xã Tam Thanh,Vai,normal,1763.2
Phú Thọ,Huyện Tân Sơn,Xã Xuân Đài,Đồng Dò,extreme poverty,26676
Phú Thọ,Huyện Yên Lập,Xã Ngọc Lập,Hang Đùng 1,extreme poverty,31682
Phú Thọ,Huyện Yên Lập,Xã Xuân An,Liên Hiệp 2,extreme poverty,22810.666666666664
Phú Thọ,Huyện Yên Lập,Xã Xuân An,Liên Hiệp 2,normal,1629.3333333333333
Phú Thọ,Huyện Yên Lập,Xã Đồng Lạc,Thắng Lợi,extreme poverty,19714.933333333334
Phú Thọ,Huyện Yên Lập,Xã Đồng Lạc,Thắng Lợi,normal,3033.0666666666666
Phú Thọ,Huyện Đoan Hùng,Xã Hùng Xuyên,Thôn Nhà Hóp,extreme poverty,31200
Phú Thọ,Huyện Đoan Hùng,Xã Minh Tiến,Khu 1,extreme poverty,64865.99999999999
Phú Thọ,Huyện Đoan Hùng,Xã Phú Lâm,Cát Lâm 2,extreme poverty,25704
Phú Thọ,Huyện Đoan Hùng,Xã Tiêu Sơn,Khu 9,extreme poverty,24238.933333333334
Phú Thọ,Huyện Đoan Hùng,Xã Tiêu Sơn,Khu 9,normal,3729.0666666666666
Phú Thọ,Thành phố Việt Trì,Phường Dữu Lâu,Dữu Lâu A,extreme poverty,18666
Phú Thọ,Thành phố Việt Trì,Phường Dữu Lâu,Dữu Lâu A,normal,12444
Phú Thọ,Thành phố Việt Trì,Phường Gia Cẩm,Khu 19,normal,30400
Phú Thọ,Thành phố Việt Trì,Phường Minh Phương,Liên Minh 2,extreme poverty,18606.933333333334
Phú Thọ,Thành phố Việt Trì,Phường Minh Phương,Liên Minh 2,normal,16281.066666666668
Phú Thọ,Thành phố Việt Trì,Phường Thanh Miếu,Khu 10 A,extreme poverty,5166
Phú Thọ,Thành phố Việt Trì,Phường Thanh Miếu,Khu 10 A,normal,33579
Phú Thọ,Thành phố Việt Trì,Phường Tân Dân,Tân Thành 2,extreme poverty,6906.800000000001
Phú Thọ,Thành phố Việt Trì,Phường Tân Dân,Tân Thành 2,normal,27627.200000000004
Phú Thọ,Thành phố Việt Trì,Phường Vân Cơ,Khu 2 A,normal,30635
Phú Thọ,Thành phố Việt Trì,Xã Hùng Lô,Khu 3 xóm Xi,extreme poverty,13309.333333333332
Phú Thọ,Thành phố Việt Trì,Xã Hùng Lô,Khu 3 xóm Xi,normal,15210.666666666666
Phú Thọ,Thành phố Việt Trì,Xã Phượng Lâu,Khu 6,extreme poverty,23415.600000000002
Phú Thọ,Thành phố Việt Trì,Xã Phượng Lâu,Khu 6,normal,3602.4
Phú Thọ,Thành phố Việt Trì,Xã Thanh Đình,Khu 3,extreme poverty,23246.4
Phú Thọ,Thành phố Việt Trì,Xã Thanh Đình,Khu 3,normal,5811.6
Phú Thọ,Thành phố Việt Trì,Xã Thụy Vân,Nỗ Lực 5,extreme poverty,17352
Phú Thọ,Thành phố Việt Trì,Xã Thụy Vân,Nỗ Lực 5,normal,11568
Phú Thọ,Thị xã Phú Thọ,Xã Thanh Minh,Khu 1A,extreme poverty,16401
Phú Thọ,Thị xã Phú Thọ,Xã Thanh Minh,Khu 1A,normal,5964
Phú Thọ,Thị xã Phú Thọ,Xã Thanh Minh,Khu Cao Bang,extreme poverty,6224.4000000000005
Phú Thọ,Thị xã Phú Thọ,Xã Thanh Minh,Khu Cao Bang,normal,24897.600000000002
Phú Thọ,Thị xã Phú Thọ,Xã Văn Lung,Khu 5,extreme poverty,15325.2
Phú Thọ,Thị xã Phú Thọ,Xã Văn Lung,Khu 5,normal,5572.8
Phú Yên,Huyện Phú Hoà,Thị Trấn Phú Hoà,"xóm cây mét, xóm 5 huệ",extreme poverty,20398
Phú Yên,Huyện Phú Hoà,Xã Hòa An,"Đội 5B, Thôn Vĩnh Phú",extreme poverty,15897.599999999999
Phú Yên,Huyện Phú Hoà,Xã Hòa An,"Đội 5B, Thôn Vĩnh Phú",normal,3974.3999999999996
Phú Yên,Huyện Phú Hoà,Xã Hòa Quang Bắc,Thôn Cẩm Sơn (Tổ 5),extreme poverty,21037.333333333336
Phú Yên,Huyện Phú Hoà,Xã Hòa Quang Bắc,Thôn Cẩm Sơn (Tổ 5),normal,1502.6666666666667
Phú Yên,Huyện Phú Hoà,Xã Hòa Thắng,"Tổ 4, Thôn Phú Lộc",extreme poverty,15618
Phú Yên,Huyện Phú Hoà,Xã Hòa Định Tây,Xóm suối,extreme poverty,17785.600000000002
Phú Yên,Huyện Phú Hoà,Xã Hòa Định Tây,Xóm suối,normal,1270.4
Phú Yên,Huyện Sông Hinh,Thị trấn Hai Riêng,Khu phố 7 (khu vực đường bê tông),extreme poverty,13849.333333333334
Phú Yên,Huyện Sông Hinh,Thị trấn Hai Riêng,Khu phố 7 (khu vực đường bê tông),normal,6924.666666666667
Phú Yên,Huyện Sông Hinh,Xã Sông Hinh,Khu dân cư thôn 2B,extreme poverty,20377.600000000002
Phú Yên,Huyện Sông Hinh,Xã Sông Hinh,Khu dân cư thôn 2B,normal,5094.4000000000005
Phú Yên,Huyện Sông Hinh,Xã Sơn Giang,Khu dân cư thôn Nam Giang 1,extreme poverty,21762
Phú Yên,Huyện Sông Hinh,Xã Đức Bình Đông,Khu dân cư thôn Tân Lập 1,extreme poverty,12144
Phú Yên,Huyện Sông Hinh,Xã Đức Bình Đông,Khu dân cư thôn Tân Lập 1,normal,6072
Phú Yên,Huyện Sơn Hòa,Xã Sơn Long,Thôn vân Hòa 2,normal,20790
Phú Yên,Huyện Tuy An,Thị trấn Chí Thạnh,"KP Chí Thạnh (Cụm 1,2)",normal,25075
Phú Yên,Huyện Tuy An,Xã An Hiệp,"Xóm 8 +9, thôn Mỹ Phú 1",normal,19090
Phú Yên,Huyện Tuy An,Xã An Mỹ,thôn Phú Long_6,normal,21708
Phú Yên,Huyện Tuy An,Xã An Ninh Tây,thôn Xuân Phu (Đội 26),normal,24308
Phú Yên,Huyện Tuy An,Xã An Thạch,thôn Hà Yến (Đội 10),normal,17716
Phú Yên,Huyện Tuy An,Xã An Xuân,Xuân Thành_2,normal,18630
Phú Yên,Huyện Tây Hoà,Xã Hòa Mỹ Đông,Nhóm 2,extreme poverty,18444
Phú Yên,Huyện Tây Hoà,Xã Hòa Mỹ Đông,Nhóm 2,normal,4611
Phú Yên,Huyện Tây Hoà,Xã Hòa Thịnh,Xóm Mỹ Lợi,extreme poverty,18503.333333333332
Phú Yên,Huyện Tây Hoà,Xã Hòa Thịnh,Xóm Mỹ Lợi,normal,2846.6666666666665
Phú Yên,Huyện Tây Hoà,Xã Hòa Tân Tây,Thôn Hội Cư (Tổ 2/1),extreme poverty,22440
Phú Yên,Huyện Tây Hoà,Xã Sơn Thành Đông,Lạc Điền giữa,extreme poverty,15558.400000000001
Phú Yên,Huyện Tây Hoà,Xã Sơn Thành Đông,Lạc Điền giữa,normal,5657.6
Phú Yên,Huyện Đồng Xuân,Xã Xuân Phước,Đội 2 Phú Hội,extreme poverty,16775.733333333334
Phú Yên,Huyện Đồng Xuân,Xã Xuân Phước,Đội 2 Phú Hội,normal,1198.2666666666667
Phú Yên,Huyện Đồng Xuân,Xã Đa Lộc,Thôn 1 đông,extreme poverty,23348.266666666666
Phú Yên,Huyện Đồng Xuân,Xã Đa Lộc,Thôn 1 đông,normal,1667.7333333333333
Phú Yên,Huyện Đồng Xuân,Xã Đa Lộc,Thôn 4,extreme poverty,11668.8
Phú Yên,Huyện Đồng Xuân,Xã Đa Lộc,Thôn 4,normal,4243.2
Phú Yên,Thành phố Tuy Hoà,Phường 2,Tổ 21,normal,20300
Phú Yên,Thành phố Tuy Hoà,Phường 5,"Tổ 4, 5",normal,20352
Phú Yên,Thành phố Tuy Hoà,Phường 6,Tổ 26 + Tổ 27 + Tổ 28 KP BĐ,normal,32625
Phú Yên,Thành phố Tuy Hoà,Phường 8,"Tổ 30,31 KP Lê Thành phương",normal,22904
Phú Yên,Thành phố Tuy Hoà,Phường 9,Khu phố Ninh Tịnh 4.3,normal,17543
Phú Yên,Thành phố Tuy Hoà,Phường Phú Đông,Khu phố 4.1,extreme poverty,1630.7333333333333
Phú Yên,Thành phố Tuy Hoà,Phường Phú Đông,Khu phố 4.1,normal,22830.266666666666
Phú Yên,Thành phố Tuy Hoà,Xã An Phú,Thôn Phú Liên 1,extreme poverty,9758
Phú Yên,Thành phố Tuy Hoà,Xã An Phú,Thôn Phú Liên 1,normal,697
Phú Yên,Thành phố Tuy Hoà,Xã Bình Kiến,Xóm Giữa,extreme poverty,7488
Phú Yên,Thành phố Tuy Hoà,Xã Bình Kiến,Xóm Giữa,normal,11232
Phú Yên,Thành phố Tuy Hoà,Xã Bình Ngọc,"Xóm 7, thôn Ngọc Lãng",extreme poverty,13711.2
Phú Yên,Thành phố Tuy Hoà,Xã Bình Ngọc,"Xóm 7, thôn Ngọc Lãng",normal,9140.8
Phú Yên,Thành phố Tuy Hoà,Xã Hòa Kiến,Thôn Thọ Vức (từ nhà ông Nguyễn Công Hoang vào hướng Nam hết thôn Thọ Vức- nhà ông Dương Minh Tân),extreme poverty,18225
Phú Yên,Thị xã Sông Cầu,Phường Xuân Phú,"Khu phố Long Bình (Tổ dân phố 2, 3,4)",extreme poverty,9716.466666666667
Phú Yên,Thị xã Sông Cầu,Phường Xuân Phú,"Khu phố Long Bình (Tổ dân phố 2, 3,4)",normal,11104.533333333333
Phú Yên,Thị xã Sông Cầu,Phường Xuân Đài,"Kp. An Thạnh (Tổ 1,6 trong)",extreme poverty,7102
Phú Yên,Thị xã Sông Cầu,Phường Xuân Đài,"Kp. An Thạnh (Tổ 1,6 trong)",normal,14204
Phú Yên,Thị xã Sông Cầu,Xã Xuân Bình,"Thôn Bình Thạnh (Xóm trường Hoa Mai, Xóm Vườn, núi Bầu Bàn)",extreme poverty,6145.333333333333
Phú Yên,Thị xã Sông Cầu,Xã Xuân Bình,"Thôn Bình Thạnh (Xóm trường Hoa Mai, Xóm Vườn, núi Bầu Bàn)",normal,12290.666666666666
Phú Yên,Thị xã Sông Cầu,Xã Xuân Thịnh,Thôn Phú Dương (Xóm chợ),extreme poverty,2918.6666666666665
Phú Yên,Thị xã Sông Cầu,Xã Xuân Thịnh,Thôn Phú Dương (Xóm chợ),normal,18971.333333333332
Phú Yên,Thị xã Đông Hòa,Phường Hoà Hiệp Trung,Khu phố Phú Thọ 3-e,normal,24909
Phú Yên,Thị xã Đông Hòa,Phường Hòa Hiệp Nam,Thôn Thọ Lâm-6,normal,20880
Phú Yên,Thị xã Đông Hòa,Xã Hòa Tân Đông,Thôn Đồng Thạnh-1,normal,22100
Phú Yên,Thị xã Đông Hòa,Xã Hòa Xuân Nam,Thôn Hảo Sơn Bắc-3,normal,23373
Quảng Bình,Huyện Bố Trạch,Thị trấn Hoàn Lão,Thôn 1,extreme poverty,20787.2
Quảng Bình,Huyện Bố Trạch,Thị trấn Hoàn Lão,Thôn 1,normal,1484.8
Quảng Bình,Huyện Bố Trạch,Thị trấn NT Việt Trung,TDP Thắng Lợi,extreme poverty,18774
Quảng Bình,Huyện Bố Trạch,Thị trấn NT Việt Trung,TDP Thắng Lợi,normal,1341
Quảng Bình,Huyện Bố Trạch,Xã Hải Phú,Thôn Đông Duyệt 1,extreme poverty,16716
Quảng Bình,Huyện Bố Trạch,Xã Hải Phú,Thôn Đông Duyệt 1,normal,1194
Quảng Bình,Huyện Bố Trạch,Xã Lý Trạch,Thôn 8,extreme poverty,14054.400000000001
Quảng Bình,Huyện Bố Trạch,Xã Lý Trạch,Thôn 8,normal,3513.6000000000004
Quảng Bình,Huyện Bố Trạch,Xã Mỹ Trạch,Thôn 3,extreme poverty,16133.600000000002
Quảng Bình,Huyện Bố Trạch,Xã Mỹ Trạch,Thôn 3,normal,1152.4
Quảng Bình,Huyện Bố Trạch,Xã Nam Trạch,Thôn Đông Thành,extreme poverty,24684
Quảng Bình,Huyện Bố Trạch,Xã Thượng Trạch,Bản Cờ Đỏ,extreme poverty,23204.533333333333
Quảng Bình,Huyện Bố Trạch,Xã Thượng Trạch,Bản Cờ Đỏ,normal,1657.4666666666667
Quảng Bình,Huyện Bố Trạch,Xã Xuân Trạch,Thôn 10,extreme poverty,19584.066666666666
Quảng Bình,Huyện Bố Trạch,Xã Xuân Trạch,Thôn 10,normal,3012.9333333333334
Quảng Bình,Huyện Bố Trạch,Xã Đồng Trạch,Thôn 2,extreme poverty,18172
Quảng Bình,Huyện Bố Trạch,Xã Đồng Trạch,Thôn 2,normal,4543
Quảng Bình,Huyện Lệ Thủy,Xã Hoa Thủy,Thôn Lăng Chùa,normal,16086.000000000002
Quảng Bình,Huyện Lệ Thủy,Xã Mỹ Thủy,Thôn Mỹ Trạch,normal,16031
Quảng Bình,Huyện Lệ Thủy,Xã Ngư Thủy Bắc,Thôn Trung Thành,normal,17600
Quảng Bình,Huyện Lệ Thủy,Xã Tân Thủy,Thôn Tân Lộc,normal,22302
Quảng Bình,Huyện Minh Hóa,Xã Trung Hóa,Thôn Tiền Phong 2,normal,20150
Quảng Bình,Huyện Minh Hóa,Xã Tân Hóa,Thôn 5 Yên Thọ,normal,32361
Quảng Bình,Huyện Quảng Ninh,Xã Võ Ninh,"Thôn Hà Thiệp (Xóm 4,5)",extreme poverty,19358.533333333333
Quảng Bình,Huyện Quảng Ninh,Xã Võ Ninh,"Thôn Hà Thiệp (Xóm 4,5)",normal,7039.466666666666
Quảng Bình,Huyện Quảng Ninh,Xã Vạn Ninh,Thôn Tây,extreme poverty,15405.599999999999
Quảng Bình,Huyện Quảng Ninh,Xã Vạn Ninh,Thôn Tây,normal,3851.3999999999996
Quảng Bình,Huyện Quảng Trạch,Xã Liên Trường,Thôn 3,extreme poverty,15383.199999999999
Quảng Bình,Huyện Quảng Trạch,Xã Liên Trường,Thôn 3,normal,1098.8
Quảng Bình,Huyện Quảng Trạch,Xã Liên Trường,Thôn Hạ Trường,extreme poverty,13416
Quảng Bình,Huyện Quảng Trạch,Xã Liên Trường,Thôn Hạ Trường,normal,3354
Quảng Bình,Huyện Quảng Trạch,Xã Quảng Châu,Tùng Giang 5,extreme poverty,16548
Quảng Bình,Huyện Quảng Trạch,Xã Quảng Châu,Tùng Giang 5,normal,1182
Quảng Bình,Huyện Quảng Trạch,Xã Quảng Hợp,Thôn Thanh Xuân (chòm 5 và 2),extreme poverty,8610
Quảng Bình,Huyện Quảng Trạch,Xã Quảng Hợp,Thôn Thanh Xuân (chòm 5 và 2),normal,5740
Quảng Bình,Huyện Quảng Trạch,Xã Quảng Kim,Thôn 5 (002),extreme poverty,15925
Quảng Bình,Huyện Quảng Trạch,Xã Quảng Kim,Thôn 5 (002),normal,2450
Quảng Bình,Huyện Quảng Trạch,Xã Quảng Phú,Thôn Hải Đông (020),extreme poverty,9853.199999999999
Quảng Bình,Huyện Quảng Trạch,Xã Quảng Phú,Thôn Hải Đông (020),normal,11260.8
Quảng Bình,Huyện Quảng Trạch,Xã Quảng Tùng,Di Lộc 4,extreme poverty,12675
Quảng Bình,Huyện Quảng Trạch,Xã Quảng Tùng,Di Lộc 4,normal,1950
Quảng Bình,Huyện Tuyên Hóa,Xã Thanh Hóa,Thôn 1 Thanh Lạng,normal,16808
Quảng Bình,Huyện Tuyên Hóa,Xã Thạch Hóa,Thôn 1 Thiết Sơn,normal,14184
Quảng Bình,Huyện Tuyên Hóa,Xã Tiến Hóa,Thôn Cương Trung C,normal,16441
Quảng Bình,Thành Phố Đồng Hới,Phường Bắc Lý,Tổ dân phố 13,normal,14868
Quảng Bình,Thành Phố Đồng Hới,Phường Nam Lý,Tổ dân phố 4,normal,21400
Quảng Bình,Thành Phố Đồng Hới,Phường Phú Hải,TDP Bắc Hồng,normal,20832
Quảng Bình,Thành Phố Đồng Hới,Phường Đồng Sơn,Tổ dân phố 5,normal,23313
Quảng Bình,Thành Phố Đồng Hới,Xã Bảo Ninh,Thôn Đồng Dương,normal,20466
Quảng Bình,Thành Phố Đồng Hới,Xã Lộc Ninh,Thôn 16,normal,26862
Quảng Bình,Thành Phố Đồng Hới,Xã Nghĩa Ninh,Thôn Trung Nghĩa 1,normal,20776
Quảng Bình,Thị xã Ba Đồn,Phường Ba Đồn,Khu phố 3(ĐB6),extreme poverty,5180.2
Quảng Bình,Thị xã Ba Đồn,Phường Ba Đồn,Khu phố 3(ĐB6),normal,20720.8
Quảng Bình,Thị xã Ba Đồn,Phường Quảng Phong,Tổ dân phố 7,extreme poverty,17621.333333333336
Quảng Bình,Thị xã Ba Đồn,Phường Quảng Phong,Tổ dân phố 7,normal,8810.666666666668
Quảng Bình,Thị xã Ba Đồn,Phường Quảng Thọ,Tổ dân phố Nhân Thọ(ĐB6),extreme poverty,23408
Quảng Bình,Thị xã Ba Đồn,Phường Quảng Thọ,Tổ dân phố Nhân Thọ(ĐB6),normal,1672
Quảng Bình,Thị xã Ba Đồn,Xã Quảng Hòa,thôn Cao Cựu(Xóm 3),extreme poverty,13692.8
Quảng Bình,Thị xã Ba Đồn,Xã Quảng Hòa,thôn Cao Cựu(Xóm 3),normal,3423.2
Quảng Bình,Thị xã Ba Đồn,Xã Quảng Lộc,Thôn Cồn Sẽ(Xóm 3 + Xóm 4),normal,28194
Quảng Bình,Thị xã Ba Đồn,Xã Quảng Văn,Thôn Văn Phú(ĐB7),extreme poverty,1283.3333333333333
Quảng Bình,Thị xã Ba Đồn,Xã Quảng Văn,Thôn Văn Phú(ĐB7),normal,17966.666666666664
Quảng Nam,Huyện Bắc Trà My,Thị trấn Trà My,Tổ dân phố Đàng Bộ,normal,10659
Quảng Nam,Huyện Bắc Trà My,Xã Trà Bui,"Thôn 3 (Tổ 3, 4, 5, 6)",normal,34580
Quảng Nam,Huyện Duy Xuyên,Xã Duy Hòa,Thôn Phú Lạc (Tổ Phú Hiệp + Phú Đông),extreme poverty,21336
Quảng Nam,Huyện Duy Xuyên,Xã Duy Hòa,Thôn Phú Lạc (Tổ Phú Hiệp + Phú Đông),normal,10668
Quảng Nam,Huyện Duy Xuyên,Xã Duy Sơn,Thôn Chiêm Sơn (Tổ 3+4),extreme poverty,19188
Quảng Nam,Huyện Duy Xuyên,Xã Duy Sơn,Thôn Chiêm Sơn (Tổ 3+4),normal,2952
Quảng Nam,Huyện Duy Xuyên,Xã Duy Trung,Thôn Trung Đông (Tổ 1+2+3+4),extreme poverty,12984
Quảng Nam,Huyện Duy Xuyên,Xã Duy Trung,Thôn Trung Đông (Tổ 1+2+3+4),normal,11361
Quảng Nam,Huyện Duy Xuyên,Xã Duy Vinh,"Thôn Trà Đông (Tổ 32,33,34)",extreme poverty,23524.800000000003
Quảng Nam,Huyện Duy Xuyên,Xã Duy Vinh,"Thôn Trà Đông (Tổ 32,33,34)",normal,5881.200000000001
Quảng Nam,Huyện Hiệp Đức,Xã Sông Trà,Thôn Trà Va,extreme poverty,21873.6
Quảng Nam,Huyện Hiệp Đức,Xã Sông Trà,Thôn Trà Va,normal,5468.4
Quảng Nam,Huyện Nam Giang,Xã Tà Pơơ,Thôn II,extreme poverty,32793.6
Quảng Nam,Huyện Nam Giang,Xã Tà Pơơ,Thôn II,normal,2342.4
Quảng Nam,Huyện Nam Trà My,Xã Trà Don,Thôn 1,extreme poverty,35532
Quảng Nam,Huyện Nông Sơn,Xã Quế Trung,"Tổ 1, 2 Thôn Trung Phước 1",extreme poverty,7197.866666666667
Quảng Nam,Huyện Nông Sơn,Xã Quế Trung,"Tổ 1, 2 Thôn Trung Phước 1",normal,19794.133333333335
Quảng Nam,Huyện Núi Thành,Xã Tam Anh Bắc,"Thôn Thuận An (TĐK số 1,2,3,4,5,6)",extreme poverty,19836
Quảng Nam,Huyện Núi Thành,Xã Tam Anh Bắc,"Thôn Thuận An (TĐK số 1,2,3,4,5,6)",normal,9918
Quảng Nam,Huyện Núi Thành,Xã Tam Hiệp,"Thôn Vĩnh Đại (TĐK số 11,12,13)",extreme poverty,9080
Quảng Nam,Huyện Núi Thành,Xã Tam Hiệp,"Thôn Vĩnh Đại (TĐK số 11,12,13)",normal,13620
